passage,testament
"ACT 16:9","nt"
"ACT 17:10","nt"
"ACT 17:13","nt"
"ACT 17:14","nt"
"ACT 17:15","nt"
"ACT 17:16","nt"
"ACT 17:18","nt"
"ACT 17:2","nt"
"ACT 17:22","nt"
"ACT 17:3","nt"
"ACT 17:33","nt"
"ACT 17:34","nt"
"ACT 17:4","nt"
"ACT 17:5","nt"
"ACT 17:5-7","nt"
"ACT 17:6","nt"
"ACT 17:7","nt"
"ACT 17:9","nt"
"ACT 18:1","nt"
"ACT 18:12","nt"
"ACT 18:12-16","nt"
"ACT 18:14","nt"
"ACT 18:17","nt"
"ACT 18:18","nt"
"ACT 18:2","nt"
"ACT 18:2-3","nt"
"ACT 18:24","nt"
"ACT 18:25","nt"
"ACT 18:26","nt"
"ACT 18:28","nt"
"ACT 18:5","nt"
"ACT 18:7","nt"
"ACT 18:8","nt"
"ACT 18:9","nt"
"ACT 19:1","nt"
"ACT 19:11","nt"
"ACT 19:13","nt"
"ACT 19:14","nt"
"ACT 19:15","nt"
"ACT 19:17","nt"
"ACT 19:21","nt"
"ACT 19:22","nt"
"ACT 19:24","nt"
"ACT 19:24-29","nt"
"ACT 19:26","nt"
"ACT 19:29","nt"
"ACT 19:3","nt"
"ACT 19:30","nt"
"ACT 19:33","nt"
"ACT 19:38","nt"
"ACT 19:4","nt"
"ACT 19:5","nt"
"ACT 19:6","nt"
"ACT 19:9","nt"
"ACT 2:14","nt"
"ACT 2:16","nt"
"ACT 2:22","nt"
"ACT 2:25","nt"
"ACT 2:29","nt"
"ACT 2:31","nt"
"ACT 2:32","nt"
"ACT 2:34","nt"
"ACT 2:36","nt"
"ACT 2:37","nt"
"ACT 2:38","nt"
"ACT 20:1","nt"
"ACT 20:10","nt"
"ACT 20:13","nt"
"ACT 20:16","nt"
"ACT 20:21","nt"
"ACT 20:24","nt"
"ACT 20:35","nt"
"ACT 20:37","nt"
"ACT 20:4","nt"
"ACT 20:7","nt"
"ACT 20:9","nt"
"ACT 21:10","nt"
"ACT 21:11","nt"
"ACT 21:13","nt"
"ACT 21:16","nt"
"ACT 21:18","nt"
"ACT 21:21","nt"
"ACT 21:26","nt"
"ACT 21:29","nt"
"ACT 21:30","nt"
"ACT 21:32","nt"
"ACT 21:37","nt"
"ACT 21:39","nt"
"ACT 21:4","nt"
"ACT 21:40","nt"
"ACT 21:8","nt"
"ACT 22:12","nt"
"ACT 22:13","nt"
"ACT 22:20","nt"
"ACT 22:24","nt"
"ACT 22:25","nt"
"ACT 22:28","nt"
"ACT 22:3","nt"
"ACT 22:30","nt"
"ACT 22:7","nt"
"ACT 22:8","nt"
"ACT 23:1","nt"
"ACT 23:10","nt"
"ACT 23:11","nt"
"ACT 23:12","nt"
"ACT 23:14","nt"
"ACT 23:16","nt"
"ACT 23:17","nt"
"ACT 23:18","nt"
"ACT 23:2","nt"
"ACT 23:20","nt"
"ACT 23:24","nt"
"ACT 23:26","nt"
"ACT 23:3","nt"
"ACT 23:31","nt"
"ACT 23:33","nt"
"ACT 23:35","nt"
"ACT 23:5","nt"
"ACT 23:6","nt"
"ACT 24:1","nt"
"ACT 24:10","nt"
"ACT 24:2","nt"
"ACT 24:22","nt"
"ACT 24:23","nt"
"ACT 24:24","nt"
"ACT 24:25","nt"
"ACT 24:26","nt"
"ACT 24:27","nt"
"ACT 24:3","nt"
"ACT 24:7","nt"
"ACT 25:1","nt"
"ACT 25:10","nt"
"ACT 25:11","nt"
"ACT 25:12","nt"
"ACT 25:13","nt"
"ACT 25:14","nt"
"ACT 25:19","nt"
"ACT 25:2","nt"
"ACT 25:21","nt"
"ACT 25:22","nt"
"ACT 25:23","nt"
"ACT 25:24","nt"
"ACT 25:25","nt"
"ACT 25:26","nt"
"ACT 25:4","nt"
"ACT 25:6","nt"
"ACT 25:7","nt"
"ACT 25:8","nt"
"ACT 25:9","nt"
"ACT 26:1","nt"
"ACT 26:14","nt"
"ACT 26:15","nt"
"ACT 26:19","nt"
"ACT 26:2","nt"
"ACT 26:22","nt"
"ACT 26:23","nt"
"ACT 26:24","nt"
"ACT 26:25","nt"
"ACT 26:27","nt"
"ACT 26:28","nt"
"ACT 26:29","nt"
"ACT 26:30","nt"
"ACT 26:32","nt"
"ACT 26:7","nt"
"ACT 26:9","nt"
"ACT 27:1","nt"
"ACT 27:11","nt"
"ACT 27:2","nt"
"ACT 27:21","nt"
"ACT 27:24","nt"
"ACT 27:3","nt"
"ACT 27:31","nt"
"ACT 27:33","nt"
"ACT 27:43","nt"
"ACT 27:9","nt"
"ACT 28:15","nt"
"ACT 28:16","nt"
"ACT 28:17","nt"
"ACT 28:19","nt"
"ACT 28:23","nt"
"ACT 28:25","nt"
"ACT 28:3","nt"
"ACT 28:30","nt"
"ACT 28:31","nt"
"ACT 28:7","nt"
"ACT 28:8","nt"
"ACT 3:1","nt"
"ACT 3:11","nt"
"ACT 3:12","nt"
"ACT 3:13","nt"
"ACT 3:18","nt"
"ACT 3:20","nt"
"ACT 3:22","nt"
"ACT 3:24","nt"
"ACT 3:25","nt"
"ACT 3:3","nt"
"ACT 3:4","nt"
"ACT 3:6","nt"
"ACT 4:10","nt"
"ACT 4:13","nt"
"ACT 4:18","nt"
"ACT 4:19","nt"
"ACT 4:2","nt"
"ACT 4:25","nt"
"ACT 4:27","nt"
"ACT 4:30","nt"
"ACT 4:33","nt"
"ACT 4:36","nt"
"ACT 4:6","nt"
"ACT 4:8","nt"
"ACT 5:1","nt"
"ACT 5:15","nt"
"ACT 5:29","nt"
"ACT 5:3","nt"
"ACT 5:30","nt"
"ACT 5:34","nt"
"ACT 5:36","nt"
"ACT 5:37","nt"
"ACT 5:40","nt"
"ACT 5:42","nt"
"ACT 5:5","nt"
"ACT 5:8","nt"
"ACT 5:9","nt"
"ACT 6:11","nt"
"ACT 6:14","nt"
"ACT 6:5","nt"
"ACT 6:8","nt"
"ACT 6:9","nt"
"ACT 7:12","nt"
"ACT 7:13","nt"
"ACT 7:14","nt"
"ACT 7:15","nt"
"ACT 7:16","nt"
"ACT 7:17","nt"
"ACT 7:18","nt"
"ACT 7:2","nt"
"ACT 7:20","nt"
"ACT 7:22","nt"
"ACT 7:29","nt"
"ACT 7:31","nt"
"ACT 7:32","nt"
"ACT 7:35","nt"
"ACT 7:37","nt"
"ACT 7:40","nt"
"ACT 7:44","nt"
"ACT 7:45","nt"
"ACT 7:46","nt"
"ACT 7:47","nt"
"ACT 7:55","nt"
"ACT 7:58","nt"
"ACT 7:59","nt"
"ACT 7:8","nt"
"ACT 7:9","nt"
"ACT 8:1","nt"
"ACT 8:12","nt"
"ACT 8:13","nt"
"ACT 8:14","nt"
"ACT 8:16","nt"
"ACT 8:18","nt"
"ACT 8:2","nt"
"ACT 8:20","nt"
"ACT 8:24","nt"
"ACT 8:26","nt"
"ACT 8:28","nt"
"ACT 8:29","nt"
"ACT 8:3","nt"
"ACT 8:30","nt"
"ACT 8:31","nt"
"ACT 8:34","nt"
"ACT 8:35","nt"
"ACT 8:37","nt"
"ACT 8:38","nt"
"ACT 8:39","nt"
"ACT 8:40","nt"
"ACT 8:5","nt"
"ACT 8:6","nt"
"ACT 8:9","nt"
"ACT 9:1","nt"
"ACT 9:10","nt"
"ACT 9:11","nt"
"ACT 9:12","nt"
"ACT 9:13","nt"
"ACT 9:17","nt"
"ACT 9:19","nt"
"ACT 9:20","nt"
"ACT 9:22","nt"
"ACT 9:24","nt"
"ACT 9:26","nt"
"ACT 9:27","nt"
"ACT 9:32","nt"
"ACT 9:33","nt"
"ACT 9:34","nt"
"ACT 9:36","nt"
"ACT 9:38","nt"
"ACT 9:39","nt"
"ACT 9:4","nt"
"ACT 9:40","nt"
"ACT 9:43","nt"
"ACT 9:5","nt"
"ACT 9:8","nt"
"AMO 1:1","ot"
"AMO 1:4","ot"
"AMO 2:11","ot"
"AMO 2:4","ot"
"AMO 2:5","ot"
"AMO 2:6","ot"
"AMO 3:1","ot"
"AMO 3:12","ot"
"AMO 3:13","ot"
"AMO 3:14","ot"
"AMO 4:12","ot"
"AMO 4:5","ot"
"AMO 5:1","ot"
"AMO 5:15","ot"
"AMO 5:2","ot"
"AMO 5:25","ot"
"AMO 5:3","ot"
"AMO 5:4","ot"
"AMO 5:6","ot"
"AMO 6:1","ot"
"AMO 6:14","ot"
"AMO 6:5","ot"
"AMO 6:6","ot"
"AMO 6:8","ot"
"AMO 7:10","ot"
"AMO 7:11","ot"
"AMO 7:12","ot"
"AMO 7:14","ot"
"AMO 7:15","ot"
"AMO 7:16","ot"
"AMO 7:17","ot"
"AMO 7:2","ot"
"AMO 7:5","ot"
"AMO 7:8","ot"
"AMO 7:9","ot"
"AMO 8:2","ot"
"AMO 8:7","ot"
"AMO 9:11","ot"
"AMO 9:14","ot"
"AMO 9:7","ot"
"AMO 9:8","ot"
"AMO 9:9","ot"
"COL 1:1","nt"
"COL 1:2","nt"
"COL 1:23","nt"
"COL 1:24","nt"
"COL 1:27","nt"
"COL 1:28","nt"
"COL 1:3","nt"
"COL 1:4","nt"
"COL 1:7","nt"
"COL 2:11","nt"
"COL 2:17","nt"
"COL 2:2","nt"
"COL 2:20","nt"
"COL 2:5","nt"
"COL 2:6","nt"
"COL 2:8","nt"
"COL 3:1","nt"
"COL 3:11","nt"
"COL 3:16","nt"
"COL 3:17","nt"
"COL 3:24","nt"
"COL 3:3","nt"
"COL 3:4","nt"
"COL 4:10","nt"
"COL 4:10-11","nt"
"COL 4:11","nt"
"COL 4:12","nt"
"COL 4:14","nt"
"COL 4:15","nt"
"COL 4:17","nt"
"COL 4:18","nt"
"COL 4:3","nt"
"COL 4:7","nt"
"COL 4:9","nt"
"DAN 1:1","ot"
"DAN 1:10","ot"
"DAN 1:11","ot"
"DAN 1:17","ot"
"DAN 1:18","ot"
"DAN 1:19","ot"
"DAN 1:2","ot"
"DAN 1:21","ot"
"DAN 1:3","ot"
"DAN 1:6","ot"
"DAN 1:7","ot"
"DAN 1:8","ot"
"DAN 1:9","ot"
"DAN 10:1","ot"
"DAN 10:11","ot"
"DAN 10:12","ot"
"DAN 10:2","ot"
"DAN 10:7","ot"
"DAN 11:1","ot"
"DAN 12:4","ot"
"DAN 12:5","ot"
"DAN 12:9","ot"
"DAN 2:1","ot"
"DAN 2:13","ot"
"DAN 2:14","ot"
"DAN 2:15","ot"
"DAN 2:16","ot"
"DAN 2:17","ot"
"DAN 2:18","ot"
"DAN 2:19","ot"
"DAN 2:20","ot"
"DAN 2:24","ot"
"DAN 2:25","ot"
"DAN 2:26","ot"
"DAN 2:27","ot"
"DAN 2:28","ot"
"DAN 2:46","ot"
"DAN 2:47","ot"
"DAN 2:48","ot"
"DAN 2:49","ot"
"DAN 3:1","ot"
"DAN 3:12","ot"
"DAN 3:13","ot"
"DAN 3:14","ot"
"DAN 3:16","ot"
"DAN 3:19","ot"
"DAN 3:2","ot"
"DAN 3:20","ot"
"DAN 3:22","ot"
"DAN 3:23","ot"
"DAN 3:24","ot"
"DAN 3:26","ot"
"DAN 3:28","ot"
"DAN 3:29","ot"
"DAN 3:3","ot"
"DAN 3:30","ot"
"DAN 3:5","ot"
"DAN 3:7","ot"
"DAN 3:8","ot"
"DAN 3:9","ot"
"DAN 4:1","ot"
"DAN 4:18","ot"
"DAN 4:19","ot"
"DAN 4:28","ot"
"DAN 4:31","ot"
"DAN 4:33","ot"
"DAN 4:34","ot"
"DAN 4:37","ot"
"DAN 4:4","ot"
"DAN 4:8","ot"
"DAN 4:9","ot"
"DAN 5:1","ot"
"DAN 5:11","ot"
"DAN 5:12","ot"
"DAN 5:13","ot"
"DAN 5:17","ot"
"DAN 5:18","ot"
"DAN 5:2","ot"
"DAN 5:22","ot"
"DAN 5:29","ot"
"DAN 5:30","ot"
"DAN 5:31","ot"
"DAN 5:9","ot"
"DAN 6:1","ot"
"DAN 6:10","ot"
"DAN 6:11","ot"
"DAN 6:13","ot"
"DAN 6:14","ot"
"DAN 6:16","ot"
"DAN 6:17","ot"
"DAN 6:2","ot"
"DAN 6:20","ot"
"DAN 6:21","ot"
"DAN 6:23","ot"
"DAN 6:24","ot"
"DAN 6:25","ot"
"DAN 6:26","ot"
"DAN 6:27","ot"
"DAN 6:28","ot"
"DAN 6:3","ot"
"DAN 6:4","ot"
"DAN 6:5","ot"
"DAN 6:6","ot"
"DAN 6:9","ot"
"DAN 7:1","ot"
"DAN 7:15","ot"
"DAN 7:2","ot"
"DAN 7:28","ot"
"DAN 8:1","ot"
"DAN 8:15","ot"
"DAN 8:27","ot"
"DAN 9:1","ot"
"DAN 9:11","ot"
"DAN 9:13","ot"
"DAN 9:2","ot"
"DAN 9:20","ot"
"DAN 9:22","ot"
"DAN 9:7","ot"
"DEU 1:1","ot"
"DEU 1:28","ot"
"DEU 1:3","ot"
"DEU 1:36","ot"
"DEU 1:38","ot"
"DEU 1:4","ot"
"DEU 1:5","ot"
"DEU 1:8","ot"
"DEU 10:12","ot"
"DEU 10:6","ot"
"DEU 10:8","ot"
"DEU 10:9","ot"
"DEU 11:6","ot"
"DEU 12:12","ot"
"DEU 12:18","ot"
"DEU 12:19","ot"
"DEU 13:11","ot"
"DEU 14:27","ot"
"DEU 14:29","ot"
"DEU 16:11","ot"
"DEU 16:14","ot"
"DEU 17:12","ot"
"DEU 17:18","ot"
"DEU 17:20","ot"
"DEU 17:4","ot"
"DEU 17:9","ot"
"DEU 18:1","ot"
"DEU 18:6","ot"
"DEU 18:7","ot"
"DEU 19:13","ot"
"DEU 2:10","ot"
"DEU 2:11","ot"
"DEU 2:12","ot"
"DEU 2:19","ot"
"DEU 2:21","ot"
"DEU 2:22","ot"
"DEU 2:24","ot"
"DEU 2:26","ot"
"DEU 2:29","ot"
"DEU 2:30","ot"
"DEU 2:31","ot"
"DEU 2:32","ot"
"DEU 2:4","ot"
"DEU 2:5","ot"
"DEU 2:8","ot"
"DEU 2:9","ot"
"DEU 20:17","ot"
"DEU 20:3","ot"
"DEU 21:21","ot"
"DEU 21:5","ot"
"DEU 21:8","ot"
"DEU 22:19","ot"
"DEU 22:21","ot"
"DEU 22:22","ot"
"DEU 23:17","ot"
"DEU 23:4","ot"
"DEU 23:5","ot"
"DEU 24:7","ot"
"DEU 24:8","ot"
"DEU 24:9","ot"
"DEU 25:10","ot"
"DEU 25:6","ot"
"DEU 25:7","ot"
"DEU 26:11","ot"
"DEU 26:12","ot"
"DEU 26:13","ot"
"DEU 26:15","ot"
"DEU 27:1","ot"
"DEU 27:11","ot"
"DEU 27:12","ot"
"DEU 27:13","ot"
"DEU 27:14","ot"
"DEU 27:9","ot"
"DEU 29:1","ot"
"DEU 29:10","ot"
"DEU 29:13","ot"
"DEU 29:2","ot"
"DEU 29:21","ot"
"DEU 29:7","ot"
"DEU 29:8","ot"
"DEU 3:1","ot"
"DEU 3:10","ot"
"DEU 3:11","ot"
"DEU 3:12","ot"
"DEU 3:13","ot"
"DEU 3:14","ot"
"DEU 3:15","ot"
"DEU 3:16","ot"
"DEU 3:18","ot"
"DEU 3:2","ot"
"DEU 3:21","ot"
"DEU 3:28","ot"
"DEU 3:3","ot"
"DEU 3:4","ot"
"DEU 3:6","ot"
"DEU 30:20","ot"
"DEU 31:1","ot"
"DEU 31:10","ot"
"DEU 31:11","ot"
"DEU 31:14","ot"
"DEU 31:16","ot"
"DEU 31:19","ot"
"DEU 31:22","ot"
"DEU 31:23","ot"
"DEU 31:24","ot"
"DEU 31:25","ot"
"DEU 31:3","ot"
"DEU 31:30","ot"
"DEU 31:4","ot"
"DEU 31:7","ot"
"DEU 31:9","ot"
"DEU 32:15","ot"
"DEU 32:44","ot"
"DEU 32:45","ot"
"DEU 32:48","ot"
"DEU 32:49","ot"
"DEU 32:50","ot"
"DEU 32:51","ot"
"DEU 32:52","ot"
"DEU 32:8","ot"
"DEU 32:9","ot"
"DEU 33:1","ot"
"DEU 33:10","ot"
"DEU 33:12","ot"
"DEU 33:13","ot"
"DEU 33:16","ot"
"DEU 33:17","ot"
"DEU 33:18","ot"
"DEU 33:20","ot"
"DEU 33:21","ot"
"DEU 33:23","ot"
"DEU 33:24","ot"
"DEU 33:26","ot"
"DEU 33:28","ot"
"DEU 33:29","ot"
"DEU 33:4","ot"
"DEU 33:5","ot"
"DEU 33:6","ot"
"DEU 33:7","ot"
"DEU 33:8","ot"
"DEU 34:1","ot"
"DEU 34:10","ot"
"DEU 34:12","ot"
"DEU 34:2","ot"
"DEU 34:4","ot"
"DEU 34:5","ot"
"DEU 34:7","ot"
"DEU 34:8","ot"
"DEU 34:9","ot"
"DEU 4:1","ot"
"DEU 4:41","ot"
"DEU 4:43","ot"
"DEU 4:44","ot"
"DEU 4:45","ot"
"DEU 4:46","ot"
"DEU 4:47","ot"
"DEU 5:1","ot"
"DEU 6:10","ot"
"DEU 6:3","ot"
"DEU 6:4","ot"
"DEU 7:1","ot"
"DEU 9:1","ot"
"DEU 9:2","ot"
"DEU 9:20","ot"
"DEU 9:27","ot"
"DEU 9:5","ot"
"ECC 1:1","ot"
"ECC 1:12","ot"
"EPH 1:1","nt"
"EPH 1:12","nt"
"EPH 1:15","nt"
"EPH 1:17","nt"
"EPH 1:2","nt"
"EPH 1:20","nt"
"EPH 1:3","nt"
"EPH 1:5","nt"
"EPH 2:10","nt"
"EPH 2:12","nt"
"EPH 2:13","nt"
"EPH 2:20","nt"
"EPH 2:5","nt"
"EPH 2:6","nt"
"EPH 2:7","nt"
"EPH 3:1","nt"
"EPH 3:11","nt"
"EPH 3:17","nt"
"EPH 3:19","nt"
"EPH 3:21","nt"
"EPH 3:4","nt"
"EPH 3:6","nt"
"EPH 3:8","nt"
"EPH 4:12","nt"
"EPH 4:13","nt"
"EPH 4:15","nt"
"EPH 4:20","nt"
"EPH 4:21","nt"
"EPH 4:32","nt"
"EPH 4:7","nt"
"EPH 5:14","nt"
"EPH 5:2","nt"
"EPH 5:20","nt"
"EPH 5:21","nt"
"EPH 5:23","nt"
"EPH 5:24","nt"
"EPH 5:25","nt"
"EPH 5:32","nt"
"EPH 5:5","nt"
"EPH 6:21","nt"
"EPH 6:23","nt"
"EPH 6:24","nt"
"EPH 6:5","nt"
"EPH 6:6","nt"
"EST 1:1","ot"
"EST 1:10","ot"
"EST 1:11","ot"
"EST 1:12","ot"
"EST 1:14","ot"
"EST 1:15","ot"
"EST 1:16","ot"
"EST 1:17","ot"
"EST 1:19","ot"
"EST 1:2","ot"
"EST 1:21","ot"
"EST 1:9","ot"
"EST 10:1","ot"
"EST 10:2","ot"
"EST 10:3","ot"
"EST 2:1","ot"
"EST 2:10","ot"
"EST 2:11","ot"
"EST 2:12","ot"
"EST 2:14","ot"
"EST 2:15","ot"
"EST 2:16","ot"
"EST 2:17","ot"
"EST 2:18","ot"
"EST 2:19","ot"
"EST 2:20","ot"
"EST 2:21","ot"
"EST 2:22","ot"
"EST 2:3","ot"
"EST 2:4","ot"
"EST 2:5","ot"
"EST 2:6","ot"
"EST 2:7","ot"
"EST 2:8","ot"
"EST 3:1","ot"
"EST 3:10","ot"
"EST 3:11","ot"
"EST 3:12","ot"
"EST 3:13","ot"
"EST 3:15","ot"
"EST 3:2","ot"
"EST 3:3","ot"
"EST 3:4","ot"
"EST 3:5","ot"
"EST 3:6","ot"
"EST 3:7","ot"
"EST 3:8","ot"
"EST 4:1","ot"
"EST 4:10","ot"
"EST 4:12","ot"
"EST 4:13","ot"
"EST 4:14","ot"
"EST 4:15","ot"
"EST 4:16","ot"
"EST 4:17","ot"
"EST 4:3","ot"
"EST 4:4","ot"
"EST 4:5","ot"
"EST 4:6","ot"
"EST 4:7","ot"
"EST 4:8","ot"
"EST 4:9","ot"
"EST 5:1","ot"
"EST 5:10","ot"
"EST 5:11","ot"
"EST 5:12","ot"
"EST 5:13","ot"
"EST 5:14","ot"
"EST 5:2","ot"
"EST 5:3","ot"
"EST 5:4","ot"
"EST 5:5","ot"
"EST 5:6","ot"
"EST 5:7","ot"
"EST 5:8","ot"
"EST 5:9","ot"
"EST 6:10","ot"
"EST 6:11","ot"
"EST 6:12","ot"
"EST 6:13","ot"
"EST 6:14","ot"
"EST 6:2","ot"
"EST 6:3","ot"
"EST 6:4","ot"
"EST 6:5","ot"
"EST 6:6","ot"
"EST 6:7","ot"
"EST 7:1","ot"
"EST 7:10","ot"
"EST 7:2","ot"
"EST 7:3","ot"
"EST 7:5","ot"
"EST 7:6","ot"
"EST 7:7","ot"
"EST 7:8","ot"
"EST 7:9","ot"
"EST 8:1","ot"
"EST 8:10","ot"
"EST 8:11","ot"
"EST 8:12","ot"
"EST 8:13","ot"
"EST 8:15","ot"
"EST 8:16","ot"
"EST 8:17","ot"
"EST 8:2","ot"
"EST 8:3","ot"
"EST 8:4","ot"
"EST 8:5","ot"
"EST 8:7","ot"
"EST 8:8","ot"
"EST 8:9","ot"
"EST 9:1","ot"
"EST 9:10","ot"
"EST 9:12","ot"
"EST 9:13","ot"
"EST 9:14","ot"
"EST 9:15","ot"
"EST 9:16","ot"
"EST 9:18","ot"
"EST 9:19","ot"
"EST 9:2","ot"
"EST 9:20","ot"
"EST 9:22","ot"
"EST 9:23","ot"
"EST 9:24","ot"
"EST 9:25","ot"
"EST 9:27","ot"
"EST 9:28","ot"
"EST 9:29","ot"
"EST 9:3","ot"
"EST 9:30","ot"
"EST 9:31","ot"
"EST 9:32","ot"
"EST 9:4","ot"
"EST 9:5","ot"
"EST 9:6","ot"
"EST 9:7","ot"
"EST 9:8","ot"
"EST 9:9","ot"
"EXO 1:1","ot"
"EXO 1:12","ot"
"EXO 1:13","ot"
"EXO 1:15","ot"
"EXO 1:2","ot"
"EXO 1:3","ot"
"EXO 1:4","ot"
"EXO 1:5","ot"
"EXO 1:6","ot"
"EXO 1:7","ot"
"EXO 1:8","ot"
"EXO 1:9","ot"
"EXO 10:1","ot"
"EXO 10:12","ot"
"EXO 10:13","ot"
"EXO 10:16","ot"
"EXO 10:20","ot"
"EXO 10:21","ot"
"EXO 10:22","ot"
"EXO 10:23","ot"
"EXO 10:24","ot"
"EXO 10:25","ot"
"EXO 10:29","ot"
"EXO 10:3","ot"
"EXO 10:8","ot"
"EXO 10:9","ot"
"EXO 11:1","ot"
"EXO 11:10","ot"
"EXO 11:3","ot"
"EXO 11:4","ot"
"EXO 11:7","ot"
"EXO 11:9","ot"
"EXO 12:1","ot"
"EXO 12:15","ot"
"EXO 12:19","ot"
"EXO 12:21","ot"
"EXO 12:27","ot"
"EXO 12:28","ot"
"EXO 12:3","ot"
"EXO 12:31","ot"
"EXO 12:35","ot"
"EXO 12:37","ot"
"EXO 12:40","ot"
"EXO 12:42","ot"
"EXO 12:43","ot"
"EXO 12:47","ot"
"EXO 12:50","ot"
"EXO 12:51","ot"
"EXO 12:6","ot"
"EXO 13:1","ot"
"EXO 13:18","ot"
"EXO 13:19","ot"
"EXO 13:2","ot"
"EXO 13:3","ot"
"EXO 13:5","ot"
"EXO 14:1","ot"
"EXO 14:10","ot"
"EXO 14:11","ot"
"EXO 14:13","ot"
"EXO 14:15","ot"
"EXO 14:16","ot"
"EXO 14:19","ot"
"EXO 14:2","ot"
"EXO 14:20","ot"
"EXO 14:21","ot"
"EXO 14:22","ot"
"EXO 14:25","ot"
"EXO 14:26","ot"
"EXO 14:27","ot"
"EXO 14:29","ot"
"EXO 14:3","ot"
"EXO 14:30","ot"
"EXO 14:31","ot"
"EXO 14:5","ot"
"EXO 14:8","ot"
"EXO 15:1","ot"
"EXO 15:19","ot"
"EXO 15:20","ot"
"EXO 15:21","ot"
"EXO 15:22","ot"
"EXO 15:24","ot"
"EXO 16:1","ot"
"EXO 16:10","ot"
"EXO 16:11","ot"
"EXO 16:12","ot"
"EXO 16:15","ot"
"EXO 16:17","ot"
"EXO 16:19","ot"
"EXO 16:2","ot"
"EXO 16:20","ot"
"EXO 16:22","ot"
"EXO 16:24","ot"
"EXO 16:25","ot"
"EXO 16:28","ot"
"EXO 16:3","ot"
"EXO 16:31","ot"
"EXO 16:32","ot"
"EXO 16:33","ot"
"EXO 16:34","ot"
"EXO 16:35","ot"
"EXO 16:4","ot"
"EXO 16:6","ot"
"EXO 16:8","ot"
"EXO 16:9","ot"
"EXO 17:1","ot"
"EXO 17:10","ot"
"EXO 17:11","ot"
"EXO 17:12","ot"
"EXO 17:13","ot"
"EXO 17:14","ot"
"EXO 17:15","ot"
"EXO 17:2","ot"
"EXO 17:3","ot"
"EXO 17:4","ot"
"EXO 17:5","ot"
"EXO 17:6","ot"
"EXO 17:7","ot"
"EXO 17:8","ot"
"EXO 17:9","ot"
"EXO 18:1","ot"
"EXO 18:10","ot"
"EXO 18:12","ot"
"EXO 18:13","ot"
"EXO 18:14","ot"
"EXO 18:15","ot"
"EXO 18:17","ot"
"EXO 18:2","ot"
"EXO 18:24","ot"
"EXO 18:25","ot"
"EXO 18:26","ot"
"EXO 18:27","ot"
"EXO 18:3","ot"
"EXO 18:4","ot"
"EXO 18:5","ot"
"EXO 18:6","ot"
"EXO 18:7","ot"
"EXO 18:8","ot"
"EXO 18:9","ot"
"EXO 19:1","ot"
"EXO 19:10","ot"
"EXO 19:14","ot"
"EXO 19:17","ot"
"EXO 19:19","ot"
"EXO 19:2","ot"
"EXO 19:20","ot"
"EXO 19:21","ot"
"EXO 19:23","ot"
"EXO 19:24","ot"
"EXO 19:25","ot"
"EXO 19:3","ot"
"EXO 19:6","ot"
"EXO 19:7","ot"
"EXO 19:8","ot"
"EXO 19:9","ot"
"EXO 2:1","ot"
"EXO 2:10","ot"
"EXO 2:11","ot"
"EXO 2:14","ot"
"EXO 2:15","ot"
"EXO 2:17","ot"
"EXO 2:18","ot"
"EXO 2:21","ot"
"EXO 2:22","ot"
"EXO 2:23","ot"
"EXO 2:24","ot"
"EXO 2:25","ot"
"EXO 20:19","ot"
"EXO 20:20","ot"
"EXO 20:21","ot"
"EXO 20:22","ot"
"EXO 23:23","ot"
"EXO 23:28","ot"
"EXO 24:1","ot"
"EXO 24:10","ot"
"EXO 24:11","ot"
"EXO 24:12","ot"
"EXO 24:13","ot"
"EXO 24:14","ot"
"EXO 24:15","ot"
"EXO 24:16","ot"
"EXO 24:17","ot"
"EXO 24:18","ot"
"EXO 24:2","ot"
"EXO 24:3","ot"
"EXO 24:4","ot"
"EXO 24:5","ot"
"EXO 24:6","ot"
"EXO 24:8","ot"
"EXO 24:9","ot"
"EXO 25:1","ot"
"EXO 25:2","ot"
"EXO 25:22","ot"
"EXO 27:20","ot"
"EXO 27:21","ot"
"EXO 28:1","ot"
"EXO 28:11","ot"
"EXO 28:12","ot"
"EXO 28:2","ot"
"EXO 28:21","ot"
"EXO 28:29","ot"
"EXO 28:3","ot"
"EXO 28:30","ot"
"EXO 28:35","ot"
"EXO 28:38","ot"
"EXO 28:4","ot"
"EXO 28:40","ot"
"EXO 28:41","ot"
"EXO 28:43","ot"
"EXO 28:9","ot"
"EXO 29:10","ot"
"EXO 29:15","ot"
"EXO 29:19","ot"
"EXO 29:20","ot"
"EXO 29:21","ot"
"EXO 29:24","ot"
"EXO 29:26","ot"
"EXO 29:27","ot"
"EXO 29:28","ot"
"EXO 29:29","ot"
"EXO 29:32","ot"
"EXO 29:35","ot"
"EXO 29:4","ot"
"EXO 29:43","ot"
"EXO 29:44","ot"
"EXO 29:45","ot"
"EXO 29:5","ot"
"EXO 29:9","ot"
"EXO 3:1","ot"
"EXO 3:10","ot"
"EXO 3:11","ot"
"EXO 3:13","ot"
"EXO 3:14","ot"
"EXO 3:15","ot"
"EXO 3:16","ot"
"EXO 3:17","ot"
"EXO 3:18","ot"
"EXO 3:3","ot"
"EXO 3:4","ot"
"EXO 3:6","ot"
"EXO 3:8","ot"
"EXO 3:9","ot"
"EXO 30:10","ot"
"EXO 30:11","ot"
"EXO 30:12","ot"
